Price,Close,High,Low,Open,Volume
Ticker,C,C,C,C,C
Date,,,,,
2005-02-18,303.85174560546875,305.10293662037014,302.5379912214903,303.7266188673147,1649340
2005-02-22,299.9731140136719,304.3522835613167,299.6603161888401,302.1626987874943,1741190
2005-02-23,302.6632385253906,303.4139611174001,300.0983110346403,302.35044062733147,1658700
2005-02-24,302.16259765625,303.789149619315,301.3493312205464,302.97586409195367,1278590
2005-02-25,302.03765869140625,302.85094472434196,300.0357634930322,300.59879592096024,1583600
2005-02-28,298.5343017578125,301.9125150146136,297.7835792155601,301.84995162081464,2069780
2005-03-01,299.5353088378906,301.41209653509964,298.28411703975127,299.8481067874254,1242590
2005-03-02,301.0992126464844,302.850892118922,297.90868974519856,298.0963608246861,1137510
2005-03-03,300.0982971191406,302.7257878860003,298.659415399788,302.6632244909558,1172930
2005-03-04,302.7884521484375,304.5401132432051,300.4111950781566,301.4121333656386,1255040
2005-03-07,303.2262878417969,304.3523526300712,302.41300185767125,303.6641934409398,789950
2005-03-08,303.2262878417969,304.54002373089406,301.5997349652141,303.2262878417969,1192540
2005-03-09,299.5353088378906,302.41305379194546,298.4092438562339,301.2244254020474,1305980
2005-03-10,301.224365234375,302.2878856870306,299.4727047035318,299.5978124033532,1196920
2005-03-11,298.9722595214844,301.8500043135853,296.9703642121272,301.22440844972294,1198730
2005-03-14,301.66217041015625,301.84984143137694,298.72186379996367,298.9720981921447,994270
2005-03-15,299.0346984863281,303.10106990925937,298.9095717289575,302.78827210749546,1065750
2005-03-16,296.3446960449219,298.3465908658489,295.9067714103966,297.15796283285067,1142100
2005-03-17,295.53143310546875,297.1579858992508,294.0300071003113,296.5949535337752,958600
2005-03-18,293.09161376953125,295.65656020569844,288.08684768595333,294.7807299594058,3735780
2005-03-21,286.2725830078125,290.7143160924158,284.95882827973765,290.7143160924158,2447300
2005-03-22,278.0147399902344,287.83660063723977,277.7019421236631,287.14844151244955,4488250
2005-03-23,278.0772705078125,280.5796531445532,275.5748878710718,277.13887701903474,3678710
2005-03-24,278.5152587890625,282.14370680532375,278.5152587890625,279.32852569529285,1817030
2005-03-28,280.0792236328125,282.5816066213865,280.0792236328125,280.5796925938605,1225670
2005-03-29,277.45166015625,280.9549994805015,276.88862791113144,279.3910104153592,1714690
2005-03-30,281.017578125,281.5180470163633,277.7019096718086,278.0772708861633,1335160
2005-03-31,281.142822265625,282.7693755895634,280.2044283200844,281.518183662176,1426130
2005-04-01,279.1408386230469,285.8972652639524,277.7645203002076,284.6460737310686,1722130
2005-04-04,278.953125,280.0166453502595,274.0109226786946,279.2033594672181,1935820
2005-04-05,281.142822265625,281.8309816440228,278.57787499614597,280.3921185641967,1263880
2005-04-06,282.45648193359375,283.5825466501505,278.8280342098734,282.7692798094892,1159850
2005-04-07,284.3958435058594,286.2100674374022,282.76929067039515,283.3948864462146,1283620
2005-04-08,284.0203857421875,286.3976412460963,283.70758796053315,285.959735806777,964340
2005-04-11,285.3341979980469,287.1484216805276,284.6460389207844,285.7095592303414,1131870
2005-04-12,290.5893249511719,291.5902823107808,283.64520594024725,285.33432267781694,1501380
2005-04-13,286.58544921875,291.4650889824823,285.83472659740534,290.9020565623085,1383860
2005-04-14,284.0203857421875,287.5862880897122,282.6440678662436,287.14836355873143,1577040
2005-04-15,286.2100524902344,290.08875373441913,285.58445674708634,288.08683971967855,2694460
2005-04-18,289.0877380371094,290.3389292693915,287.64885666498714,287.7739834248806,1854920
2005-04-19,289.9635925292969,292.8413364245117,289.9635925292969,291.2147838670716,1482910
2005-04-20,288.58734130859375,291.65277606996676,287.085915173603,289.02526601498107,1910910
2005-04-21,289.4631652832031,290.5892300125698,285.6470273355334,289.9636342536622,1755630
2005-04-22,289.7760009765625,292.15325753396104,286.2726604511832,288.71248041097004,1253660
2005-04-25,292.65362548828125,294.02994349877065,290.2763697519778,290.5891675642106,1221530
2005-04-26,291.6526794433594,294.9057651427907,291.4649893063754,292.778743898612,1263250
2005-04-27,294.34271240234375,294.9683079653668,290.3389046173285,290.901936805717,1217560
2005-04-28,291.6903381347656,295.16359399304724,291.3114336413038,293.71114925197367,1583070
2005-04-29,296.55303955078125,296.6793282583856,288.91186931666164,292.0062220954016,1710480
2005-05-02,293.8376159667969,298.1949913743435,291.4379181737987,296.5530837556051,1518330
2005-05-03,295.54254150390625,295.98460002260236,292.51134365877436,294.78473240668035,1445900
2005-05-04,296.61614990234375,298.0054411129508,293.9638368982654,295.54259005024323,1371310
2005-05-05,296.0478210449219,298.0054790570143,293.3323729865266,296.8056303631162,987170
2005-05-06,294.2164611816406,296.4898697883898,293.77442182070297,296.1109651419498,1130950
2005-05-09,295.85833740234375,296.55299263589455,294.0269876207198,294.09014160047695,851870
2005-05-10,292.8902587890625,294.2795691849569,291.62725634620864,293.64806796352997,1230780
2005-05-11,294.91107177734375,296.1109202492551,292.19562422133964,293.3323187164372,1041960
2005-05-12,293.0797119140625,296.8055651541736,291.8167095091511,296.1740639517179,992430
2005-05-13,289.9222717285156,294.911128506256,288.97501970975895,294.911128506256,1345470
2005-05-16,295.54254150390625,296.11088869088275,290.36422430726293,290.36422430726293,1269910
2005-05-17,297.8160095214844,298.3212028401536,294.02700181579604,294.0901557986021,1350890
2005-05-18,301.47882080078125,304.00482687246256,298.70021797631125,299.20541148188875,1525350
2005-05-19,302.11016845703125,303.1205742254936,300.46826149226575,302.615380977206,896290
2005-05-20,301.8575439453125,302.2364484824661,299.07894279266156,302.17329451429293,1096930
2005-05-23,300.5947265625,302.93128991890853,300.2789757993041,300.2789757993041,1093490
2005-05-24,301.2892761230469,301.79446945770917,299.33161822542235,299.33161822542235,917060
2005-05-25,299.6474304199219,300.91043328786674,298.4475815497531,300.21577785611817,985120
2005-05-26,299.2052001953125,301.47860790881674,298.5105644336413,299.6472586544518,1233420
2005-05-27,298.5738525390625,299.58425862778233,297.1214070359543,298.7001605271124,1139760
2005-05-31,297.5003356933594,299.3316860362486,296.93198824513786,298.6370305898024,1007370
2005-06-01,301.3524475097656,303.7521448958201,297.50028547687486,297.5634394653271,1472430
2005-06-02,301.2892761230469,301.73131547290376,299.6473688775589,300.91037148610496,802100
2005-06-03,300.3419189453125,302.17326823173414,299.64726389959844,301.28917056986336,964160
2005-06-06,301.1629333496094,301.2260873271164,298.7632363794484,300.34198945768276,601590
2005-06-07,300.9735412597656,303.7521432899524,300.78407929541044,301.47873462092997,1146510
2005-06-08,301.54180908203125,302.99425406623726,301.226058496605,301.85755966745745,797620
2005-06-09,301.09991455078125,302.48922559211337,299.33171801808294,301.6682813316242,717610
2005-06-10,300.84722900390625,302.9943296661489,299.1421869803126,301.8576349837531,857030
2005-06-13,300.5947265625,302.11032637146087,299.4580315237536,299.96322503610816,835020
2005-06-14,299.394775390625,301.0366826535546,299.2053134341962,300.08943068708254,795980
2005-06-15,299.33160400390625,300.91035718958085,297.56340814470644,300.5946065524459,1153990
2005-06-16,300.2156677246094,300.97347687613836,297.2476236368767,300.4682643511566,1024960
2005-06-17,299.71044921875,301.2260481222205,298.9526401310719,301.2260481222205,2035640
2005-06-20,299.1423034667969,299.96324780466074,297.7529922945211,298.38449386884673,1124660
2005-06-21,298.82647705078125,299.3316704736248,298.06866764462217,298.258110360215,962600
2005-06-22,299.58416748046875,300.2156686848002,297.75281784228497,299.6473214552794,1039120
2005-06-23,296.0478210449219,299.3316357279087,295.47947369222186,298.44753770460966,1235570
2005-06-24,296.4898986816406,298.13180612829234,295.6689545942611,296.23730198336176,1208010
2005-06-27,295.3531188964844,297.6265077985723,294.5953097478636,295.28996492211814,1167620
2005-06-28,296.9320068359375,297.8792590662454,296.3005053490656,296.86885283287114,867980
2005-06-29,295.4164123535156,297.87928377411805,294.78491081426324,297.7529757575086,1071150
2005-06-30,291.943115234375,296.55308742369607,291.7536725064405,295.5426812402904,1650360
2005-07-01,291.5010681152344,294.5322673138685,290.9327206744773,293.6481691535914,864630
2005-07-05,293.3955383300781,294.1533284057091,290.55378218470435,291.12212955940066,928810
2005-07-06,292.3850402832031,295.60570008886407,292.069289699744,294.5952943674174,1462170
2005-07-07,292.1956787109375,292.321967416228,289.16446070559283,290.4906173784379,1581470
2005-07-08,293.71124267578125,295.03739918878074,291.56414222572397,292.1956434917343,1238750
2005-07-11,291.1852722167969,294.4059329105773,290.806367557783,293.71127758103387,1454440
2005-07-12,290.4906311035156,291.94307655027626,289.7959757399766,291.75363384744395,1433620
2005-07-13,288.8486633300781,291.6272649317818,287.9014114700504,291.12207164852236,1842950
2005-07-14,293.6480407714844,294.27954193443384,288.84862807869155,289.66959115365745,1755850
2005-07-15,293.14288330078125,293.3323259640155,290.743167025779,292.38507410406714,1358390
2005-07-18,284.1755676269531,289.2275777180989,283.5440663655599,288.5960764567057,3424230
2005-07-19,280.3865661621094,285.0596717437666,279.5024682312914,284.8070750880886,3819170
2005-07-20,279.1867370605469,282.0284929968232,278.68152444207436,281.96533901052777,2751580
2005-07-21,278.80767822265625,280.51273855021054,278.4919277376929,279.75492967754633,1982860
2005-07-22,280.5129699707031,280.70241270921747,279.0605049784739,279.75516047285345,2187790
2005-07-25,281.20745849609375,282.5967687551528,280.5128226384502,281.333766436694,1517400
2005-07-26,281.6495361328125,282.8493845624089,281.0811889053076,281.33378553176675,1373300
2005-07-27,280.323486328125,282.28114465325353,278.87104071987505,281.01814176889894,1840920
2005-07-28,279.7493896484375,282.23689739351636,279.43047789997024,282.23689739351636,2403110
2005-07-29,277.4532470703125,280.0045412962464,277.4532470703125,279.3029314911485,1901000
2005-08-01,278.7289123535156,280.06834580241417,277.7083907036486,278.0910887554527,1752410
2005-08-02,281.0888366699219,281.2801759424544,279.30291911202454,280.32344065013314,1641310
2005-08-03,280.961181640625,281.02496786767387,279.0477116181009,280.32335829978365,1616920
2005-08-04,280.1321105957031,280.45102237030443,278.7288910015255,280.1321105957031,1619360
2005-08-05,278.28240966796875,280.19588033577,277.4532468311869,279.04780572102135,1464510
2005-08-08,276.17755126953125,278.9201842929746,276.11376503216184,277.77210987963247,1441260
2005-08-09,278.0910949707031,278.9840441349821,276.2414103879469,276.2414103879469,1303060
2005-08-10,276.17755126953125,280.9612270998349,275.60351406286014,278.0910216016527,1784210
2005-08-11,277.51702880859375,278.154852354711,274.391697325585,276.1775954687815,1598650
2005-08-12,278.218505859375,279.175240722076,276.0498912653963,276.496375320585,1125150
2005-08-15,279.302978515625,281.599147598523,277.58086630207663,278.41002927917395,1483350
2005-08-16,281.5353698730469,283.38505466137013,279.3029869818347,279.3029869818347,1777760
2005-08-17,281.2802429199219,283.2575002211693,280.13216808169256,281.2802429199219,1072160
2005-08-18,281.9817810058594,283.38498106559206,280.0045242084603,281.34395748830025,1330620
2005-08-19,281.6629333496094,283.1937062471679,281.1526627405342,283.0661337286907,981250
2005-08-22,281.9179382324219,283.1935850117541,280.1958072943933,282.4281891582247,955110
2005-08-23,277.83599853515625,281.9818524496976,276.6879042337675,281.9818524496976,1807200
2005-08-24,274.5829162597656,278.40985585920487,273.9450929931924,273.9450929931924,2080560
2005-08-25,275.9862365722656,277.453222838122,274.6468033276676,275.3484130714883,1436200
2005-08-26,274.9019470214844,278.4099765078374,274.7743745269578,278.34619026057413,1710970
2005-08-29,277.708251953125,278.7925593140155,273.6899730789013,274.2640101373873,1598930
2005-08-30,275.9224853515625,276.9430069753048,274.5192656858129,276.8154344730254,1645590
2005-08-31,279.1754150390625,279.239181831202,274.3917377386319,275.9225105818031,1544270
2005-09-01,278.79266357421875,280.89747339741126,276.68783428619724,278.09105381154495,1643560
2005-09-02,279.87689208984375,281.47145054401295,279.5579803990099,280.1958037806776,1082310
2005-09-06,282.5558166503906,283.38497943250763,280.6423461087401,280.6423461087401,1613060
2005-09-07,283.57635498046875,283.57635498046875,281.15261380509634,282.55583340477665,1209780
2005-09-08,283.4487609863281,284.27794321955264,281.28016496797613,281.28016496797613,1256090
2005-09-09,284.53314208984375,286.38282683344045,282.9385829203925,283.193708494538,1307670
2005-09-12,287.0843200683594,288.6150923558451,286.7016221302815,288.3599668854018,1715430
2005-09-13,287.6584167480469,288.4238127825323,285.42603435643235,285.8725186206871,1714100
2005-09-14,286.89300537109375,288.48756413697316,286.57409361791787,287.6584013646474,1255300
2005-09-15,287.2118835449219,287.78594020538566,286.38272086953754,287.02054430131824,1064670
2005-09-16,289.8908386230469,289.8908386230469,287.33954411371315,287.78602843877945,2423410
2005-09-19,289.3167419433594,289.6994399342753,288.1686479706116,288.80647146719537,1209560
2005-09-20,287.97735595703125,292.5696936718468,287.27574610270784,288.99787761197155,1773440
2005-09-21,285.8724365234375,289.1253200737587,285.8724365234375,287.0205107806304,1382440
2005-09-22,288.1686096191406,290.08207985423405,284.46924161722364,285.9362276781983,1224380
2005-09-23,288.55133056640625,290.2096754620118,287.33946988051935,287.9772933430732,1070500
2005-09-26,287.5946044921875,290.1458984233044,287.21190650955435,289.57186118176867,1128120
2005-09-27,287.5946044921875,290.2096846645479,286.5103162503596,288.61512595759984,1075120
2005-09-28,288.1686096191406,289.8269543825201,286.51028432058695,288.9340054991083,1254250
2005-09-29,291.1026306152344,292.05936582943747,287.339475999001,287.6583877370687,1399840
2005-09-30,290.33721923828125,292.1869032038658,289.06157243928146,292.1869032038658,1206010
2005-10-03,290.2735290527344,292.25078613839526,289.3805798909355,291.7405155710589,1185770
2005-10-04,289.1893005371094,293.65406703691207,288.42392367318837,290.72007372978857,1587600
2005-10-05,288.74273681640625,292.1231939384959,288.4238250326306,289.50811341856945,1491020
2005-10-06,289.76318359375,291.4215284455249,287.5308015338141,289.25293262312397,1293630
2005-10-07,289.6355895996094,291.8041851151506,288.61506833793584,291.8041851151506,1096390
2005-10-10,288.487548828125,291.0388427181454,288.10487031648404,289.3167310212782,1074370
2005-10-11,285.7449645996094,289.6994785920542,284.91580172933755,287.9773471355438,1670390
2005-10-12,284.4693298339844,287.4671085845353,283.4488081658288,283.5125944197445,1642360
2005-10-13,285.23468017578125,285.74493119555615,282.4920274162124,282.55581365989144,1396330
2005-10-14,287.275634765625,287.3394209939936,284.4692159008238,287.0205093169747,1313960
2005-10-17,285.8086853027344,290.7199140765393,284.08655424118143,289.25292796101377,1463610
2005-10-18,283.57635498046875,286.57411399457845,283.57635498046875,285.1071276115918,1226780
2005-10-19,286.3189697265625,286.5740952375794,280.6423443809143,284.02280119775287,2541010
2005-10-20,282.8107604980469,287.46688083741117,281.27998894099113,285.42583911812596,1658620
2005-10-21,282.6196594238281,284.27800478459034,281.7267102187509,282.810998730333,1759570
2005-10-24,287.33953857421875,287.91357593478574,283.6401693929363,284.2779930079734,1406920
2005-10-25,288.1048889160156,288.42380067285654,285.23468310444736,288.1048889160156,1253310
2005-10-26,291.1664733886719,293.0799441885974,287.2757455358569,287.33953178882075,1753740
2005-10-27,289.6355895996094,293.07983182603647,289.50801714259114,290.5285384042647,1316450
2005-10-28,292.760986328125,293.27123734189405,289.6994413158538,290.5286040794356,1509170
2005-10-31,291.9955749511719,294.9933530273265,291.9955749511719,293.39879436231394,2357360
2005-11-01,289.5718078613281,293.1436226001596,289.0615569549912,293.0798363706614,1992670
2005-11-02,290.52862548828125,291.1026627872789,289.1254058997714,289.5718901683418,2091680
2005-11-03,292.7182922363281,293.29792848803777,291.17258901354154,292.9114977686704,1607390
2005-11-04,293.68438720703125,295.4877045297619,292.0098670332472,294.19961511218725,1334290
2005-11-07,299.0298767089844,299.22310186679607,294.65038163077054,294.97240390577684,2281860
2005-11-08,300.12481689453125,300.76886156597874,297.4842298106598,297.87066054446507,1652840
2005-11-09,301.5417175292969,302.37896772502216,299.48076675641175,300.44683374594854,1311630
2005-11-10,307.402587890625,307.7890187175432,301.3485704512013,301.5417956920045,2351960
2005-11-11,309.14141845703125,309.5922575541539,306.5008315767743,307.66012368879746,1325430
2005-11-14,310.6872863769531,311.20253414042844,307.2094475059376,308.8839683415206,1339400
2005-11-15,306.9517517089844,310.36518124371804,305.9212761111462,309.46352246611735,1495640
2005-11-16,307.1449890136719,308.4974871471337,303.73155912632046,308.304281551506,1513050
2005-11-17,308.7550964355469,309.0771188597923,304.82641892881526,305.53487219309295,1504930
2005-11-18,311.78204345703125,312.16847420828555,309.1414562539254,309.1414562539254,1589980
2005-11-21,312.42608642578125,312.876905920842,310.1075215857917,311.1379970318631,1501610
2005-11-22,315.066650390625,315.71069504011143,309.33463728644966,312.3616550009089,1482740
2005-11-23,317.7716979980469,318.73776519077785,313.97183763757573,314.22945162469983,1294610
2005-11-25,318.9309387207031,320.47664204756353,317.64284933920544,317.64284933920544,830370
2005-11-28,317.5140075683594,319.44614148865367,316.4191238183196,318.7376884536092,1522890
2005-11-29,316.1615295410156,318.093663581382,313.6497592194761,317.44961890125984,1543070
2005-11-30,312.68365478515625,317.1919670065694,312.5548380026719,316.7411279225555,1758220
2005-12-01,314.615966796875,317.12773824056865,313.45669371661415,315.3244201924534,1849850
2005-12-02,314.1006164550781,315.1310722788986,312.9413241712527,314.0362080524181,1254390
2005-12-05,314.615966796875,315.9684651603078,312.16860378090536,312.8126487487597,1410530
2005-12-06,314.87347412109375,317.9004923058246,314.2938377774414,315.2599049017573,1430000
2005-12-07,313.64971923828125,314.9378084343317,311.0735408461804,314.03614992803267,1372440
2005-12-08,312.36181640625,315.517632888488,310.7517039505477,313.3278838796714,1086600
2005-12-09,315.0022888183594,317.19203702117244,311.2668175032681,312.3617014320175,1220030
2005-12-12,313.5208740234375,316.2258689516986,311.91076267439627,315.5818244120821,1022760
2005-12-13,318.4156799316406,320.09019999939505,312.61927791957913,312.61927791957913,2066900
2005-12-14,319.70379638671875,320.0258187480379,315.83952805088893,318.80213770596214,1767620
2005-12-15,316.2259521484375,320.02581200095426,315.96833819575045,319.5749924974231,1459710
2005-12-16,317.9648742675781,318.8665329110143,317.19201277052747,318.0292630134287,2795250
2005-12-19,316.6768493652344,319.96146225988343,315.64637371087724,317.1920773650688,1180830
2005-12-20,316.9343566894531,318.93089891250776,315.96828977391203,315.96828977391203,874230
2005-12-21,317.3207702636719,320.28335958772175,316.3547034002607,318.54445102638994,1475210
2005-12-22,316.8055419921875,318.0936312213931,316.2259057699813,317.19197269188555,1029650
2005-12-23,317.127685546875,317.5141163943171,315.2599593813757,317.127685546875,625380
2005-12-27,313.3277587890625,318.4157081868687,313.19894198215695,318.28691103464837,1012480
2005-12-28,312.1684265136719,314.93781044095283,311.9107929490752,314.1005603200581,922010
2005-12-29,312.876953125,315.4531323015078,311.52447478108326,312.876953125,922280
2005-12-30,312.5548400878906,313.71413217394,310.558317528833,311.39556765652287,1058900
2006-01-03,317.44964599609375,318.02928232673975,309.84992598387794,315.58192019526297,1537600
2006-01-04,311.5889587402344,316.2260905366615,311.3957531048388,314.6803864894169,1870960
2006-01-05,313.1346740722656,314.165130306423,311.71776726826005,311.97538132679944,1143160
2006-01-06,313.1346740722656,314.93799213673384,310.42967732087055,314.80917528011776,1370210
2006-01-09,311.6531677246094,313.90732375022293,311.07353153467346,313.00566527091365,1680740
2006-01-10,312.61932373046875,312.6837321376445,309.65671389256306,311.0736202316834,1365890
2006-01-11,315.453125,319.317393675319,312.8769458831207,319.317393675319,1684340
2006-01-12,315.775146484375,316.2259856904112,314.8090793183147,316.2259856904112,1230010
2006-01-13,315.066650390625,316.80555915142855,313.8429498328545,316.2259228978274,940880
2006-01-17,311.91082763671875,313.64975611772536,310.8803718824608,312.4260751685314,1237740
2006-01-18,311.4599914550781,313.4565337675797,309.84987985704186,311.91081090971875,1215070
2006-01-19,308.7550964355469,312.8769795349501,307.2093927301068,312.7481823580654,1696500
2006-01-20,294.26397705078125,305.27714376304255,293.8775463555879,304.0534629404983,4777680
2006-01-23,296.2606506347656,298.70801336508976,294.3285159567128,296.2606506347656,2024410
2006-01-24,296.324951171875,298.57910747559873,296.1961343783604,298.1282683529807,2083740
2006-01-25,297.7418518066406,298.6435300948178,296.32496528391846,297.16221551758684,1591940
2006-01-26,302.76544189453125,306.24327962494993,299.1587873518175,299.8028321039205,1988560
2006-01-27,301.8636779785156,305.0839006168412,300.1247498919481,302.76533638631093,1412760
2006-01-30,301.5417175292969,302.63658165796204,300.5112421428543,301.8637398591425,1057630
2006-01-31,299.99615478515625,303.0231741636526,299.80294914597295,301.6062672939961,1887080
2006-02-01,298.3858642578125,300.89765399681124,296.96897788817125,300.0603841989177,1845250
2006-02-02,294.08978271484375,300.0783388548221,293.56904733953314,298.77648055176434,2325420
2006-02-03,293.3086242675781,296.88873392496924,291.6813016960367,293.3737211433953,1663510
2006-02-06,294.02484130859375,295.00123548624265,293.50408582830676,294.610673842225,1147420
2006-02-07,293.2435607910156,295.39161888419443,292.91809623963826,293.5039284591616,1207470
2006-02-08,295.261474609375,296.36804227622446,293.3737839949292,295.06618394008507,1051350
2006-02-09,298.06048583984375,300.0783703946298,295.7171366750852,296.17279507496005,1357740
2006-02-10,299.16717529296875,299.88320165159263,294.54557228525863,297.47475477207337,1272030
2006-02-13,297.344482421875,300.9245934048497,295.5869853127401,299.8180255653466,1158300
2006-02-14,300.2085876464844,301.05478775263185,297.53977366317974,297.99541223388036,1518040
2006-02-15,301.05474853515625,302.48680069031747,297.8651994966051,299.6877932715537,1700050
2006-02-16,302.2914733886719,302.2914733886719,299.6877569600618,301.38017661161433,1325990
2006-02-17,300.9896545410156,303.1377327944355,300.2736284565423,302.68207441392093,1313850
2006-02-21,300.5340270996094,301.8358855321573,299.2321686670614,300.72929791857825,1395640
2006-02-22,305.155517578125,305.80644660014724,300.989575810138,301.9008724680137,1515530
2006-02-23,304.63494873046875,306.71793068479747,303.3330899752104,305.1556842866569,1257540
2006-02-24,304.9602966308594,306.52252256593755,304.17917373093,304.17917373093,1254600
2006-02-27,304.504638671875,306.78289062391065,304.04900020033625,305.9366907019239,1011450
2006-02-28,301.83587646484375,305.54616096727653,301.4453149738554,303.20281188612904,1656790
2006-03-01,302.87725830078125,303.6583810532598,300.794297402133,301.96596166607407,1006530
2006-03-02,299.7529296875,302.0311821389794,298.6463419794389,301.1849820314867,1280670
2006-03-03,298.9066467285156,301.6405369936352,298.1255238728932,299.42738205574426,1398560
2006-03-06,300.0132751464844,302.55189514524784,298.3208551923809,298.90670738537386,1214820
2006-03-07,302.0311279296875,302.2914956187396,298.1255529995622,298.45101757707266,1560380
2006-03-08,303.85369873046875,304.69991848712436,301.4452729571717,301.70564062661197,1138820
2006-03-09,302.6170349121094,305.8065845862522,302.4217640633035,303.8537966390481,1335380
2006-03-10,305.8717041015625,307.17356282926846,303.20288973680766,303.3330835554934,1356280
2006-03-13,304.895263671875,307.1735160987685,303.528308242782,305.8716575691151,1044280
2006-03-14,307.1083068847656,307.69415890068166,305.22061668008445,305.54608119347006,1310920
2006-03-15,306.00189208984375,307.23865388464225,305.15567201408567,306.78299539271194,1151760
2006-03-16,308.0196838378906,310.1677421017066,306.78290255258554,307.04329010619585,1753160
2006-03-17,308.6056213378906,309.32164762492005,307.56413036264684,309.32164762492005,2092900
2006-03-20,308.5404052734375,310.5582895340469,307.88947614838804,308.86586983596226,1051010
2006-03-21,307.3688049316406,309.061205118091,306.6527787717199,307.88954039442774,1606880
2006-03-22,310.2981262207031,311.14432669466663,305.2859607108758,305.2859607108758,1377320
2006-03-23,310.9489440917969,312.31587977188815,308.99615613191065,309.71216249203985,1379500
2006-03-24,311.2092590332031,312.4460205582897,309.5168391155558,310.8186975345486,868420
2006-03-27,310.1027526855469,311.27443748852,309.12635861546346,310.0376557745837,1227550
2006-03-28,309.84234619140625,312.5111602891213,308.80085534049476,309.32161069834336,1753870
2006-03-29,310.03753662109375,311.8601501036564,308.540407568257,309.9073627139839,1423120
2006-03-30,307.7593688964844,310.3630861286536,307.694291857509,309.32161512761473,1443260
2006-03-31,307.4339294433594,309.5820082548523,307.3037554899519,308.2150526229546,1293990
2006-04-03,308.6056213378906,311.5348035318206,307.88959505086126,308.6056213378906,1145520
2006-04-04,313.81298828125,314.9195560622845,308.6055543993451,308.73572832752245,1611820
2006-04-05,314.13848876953125,315.5054442925771,313.2922687482237,314.39885652040044,1276340
2006-04-06,311.4696350097656,313.5526164813452,310.2328734518581,312.8365903589408,1183440
2006-04-07,310.2328186035156,314.65912861708284,308.93096038013937,312.70634128201846,1255520
2006-04-10,311.99041748046875,314.07339926607546,310.49328797910465,311.7951466289122,1273400
2006-04-11,308.99609375,313.0318428001328,308.34516456145127,310.4932229377492,1020660
2006-04-12,309.84234619140625,311.3394756325513,309.06122308702624,309.1914168926848,787020
2006-04-13,312.7713317871094,313.6175313985845,308.6053908621712,308.6053908621712,1197840
2006-04-17,314.7242736816406,316.0912289984058,313.7478798646345,315.1148351813997,1656020
2006-04-18,315.57049560546875,316.351618659183,311.79511386368034,315.31012787582546,1803670
2006-04-19,313.9431457519531,317.06761783617577,312.77148113585883,315.57046875474117,1445480
2006-04-20,314.3987731933594,317.13268351486613,314.138405511497,314.3987731933594,1866460
